uri,domain,notation,label
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12241,ObservedVariableAtmosphere,12241,Sum of Plutonium [Pu-239] and [Pu-240]
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12242,ObservedVariableAtmosphere,12242,Gold [Au-198]
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12243,ObservedVariableAtmosphere,12243,"C2H2Cl2F2 (1,2-dichloro-1,1-difluoroethane, HCFC-132b)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12244,ObservedVariableAtmosphere,12244,"C2H2ClF3 (2-chloro-1,1,1-trifluoroethane, HCFC-133a)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12247,ObservedVariableAtmosphere,12247,Neodymium [Nd-137]
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12248,ObservedVariableAtmosphere,12248,Attenuated backscatter
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12249,ObservedVariableAtmosphere,12249,Relative humidity (with respect to water)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12250,ObservedVariableAtmosphere,12250,Specific humidity
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12251,ObservedVariableAtmosphere,12251,Relative attenuated backscatter
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12295,ObservedVariableAtmosphere,12295,Radiance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12296,ObservedVariableAtmosphere,12296,Spectral radiance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12297,ObservedVariableAtmosphere,12297,Brightness temperature
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12298,ObservedVariableAtmosphere,12298,Spectral bidirectional reflectance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12299,ObservedVariableAtmosphere,12299,Radar backscatter coefficient
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12300,ObservedVariableAtmosphere,12300,Bending angle
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12301,ObservedVariableAtmosphere,12301,Refractivity
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12302,ObservedVariableAtmosphere,12302,Slant total delay (STD)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12303,ObservedVariableAtmosphere,12303,Zenith total delay (ZTD)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12304,ObservedVariableAtmosphere,12304,Delay Doppler map
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12305,ObservedVariableAtmosphere,12305,Impact parameter
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12306,ObservedVariableAtmosphere,12306,Net short-wave irradiance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12307,ObservedVariableAtmosphere,12307,Short-wave irradiance (direction unspecified)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12308,ObservedVariableAtmosphere,12308,Net long-wave irradiance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12309,ObservedVariableAtmosphere,12309,Upward spectral radiance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12310,ObservedVariableAtmosphere,12310,Downward spectral radiance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12311,ObservedVariableAtmosphere,12311,Solar spectral irradiance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12312,ObservedVariableAtmosphere,12312,Solar total irradiance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12313,ObservedVariableAtmosphere,12313,Earth surface short-wave bidirectional reflectance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12314,ObservedVariableAtmosphere,12314,Earth surface spectral bidirectional reflectance
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12315,ObservedVariableAtmosphere,12315,Earth surface emissivity
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12316,ObservedVariableAtmosphere,12316,Long-wave earth surface emissivity
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12320,ObservedVariableAtmosphere,12320,"C3H2F6 (1,1,1,3,3,3-hexafluoropropane, HFC-236fa)"
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12321,ObservedVariableAtmosphere,12321,Tellurium [Te-131]
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12326,ObservedVariableAtmosphere,12326,u (u component of horizontal wind vector)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12327,ObservedVariableAtmosphere,12327,v (v component of horizontal wind vector)
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12328,ObservedVariableAtmosphere,12328,Total lightning flash density
http://codes.wmo.int/wmdr/ObservedVariableAtmosphere/12329,ObservedVariableAtmosphere,12329,Lightning flash density cloud-to-ground
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/165,ObservedVariableTerrestrial,165,Groundwater (amount per unit area)
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/166,ObservedVariableTerrestrial,166,Groundwater level
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/167,ObservedVariableTerrestrial,167,Lake area
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/168,ObservedVariableTerrestrial,168,Lake level
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/171,ObservedVariableTerrestrial,171,Stream discharge
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/172,ObservedVariableTerrestrial,172,Stream level
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/174,ObservedVariableTerrestrial,174,Well discharge
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/231,ObservedVariableTerrestrial,231,Breaking action-friction coefficient
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/232,ObservedVariableTerrestrial,232,Coastlines
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/236,ObservedVariableTerrestrial,236,Land cover
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/237,ObservedVariableTerrestrial,237,Land surface topography
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/239,ObservedVariableTerrestrial,239,Runway conditions
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/243,ObservedVariableTerrestrial,243,Wetland extent
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/245,ObservedVariableTerrestrial,245,Soil heat Flux
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/246,ObservedVariableTerrestrial,246,Soil type
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/386,ObservedVariableTerrestrial,386,Fire fractional cover
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/387,ObservedVariableTerrestrial,387,Fire radiative power
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/388,ObservedVariableTerrestrial,388,Fire temperature
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/389,ObservedVariableTerrestrial,389,Land surface temperature
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/410,ObservedVariableTerrestrial,410,Lake Surface Temperature
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/422,ObservedVariableTerrestrial,422,CO2 flux
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/423,ObservedVariableTerrestrial,423,Biomass
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/424,ObservedVariableTerrestrial,424,Fraction of vegetated land
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/425,ObservedVariableTerrestrial,425,Leaf Area Index (LAI)
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/426,ObservedVariableTerrestrial,426,Normalised Difference Vegetation Index (NDVI)
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/427,ObservedVariableTerrestrial,427,Vegetation type
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/510,ObservedVariableTerrestrial,510,Evaporation
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/527,ObservedVariableTerrestrial,527,Soil moisture (in the roots region)
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/528,ObservedVariableTerrestrial,528,Soil moisture at surface
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/563,ObservedVariableTerrestrial,563,Fraction of Absorbed PAR (FAPAR)
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/564,ObservedVariableTerrestrial,564,Photosynthetically Active Radiation (PAR)
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/596,ObservedVariableTerrestrial,596,Soil temperature
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/611,ObservedVariableTerrestrial,611,Glacier motion
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/612,ObservedVariableTerrestrial,612,Glacier topography
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/613,ObservedVariableTerrestrial,613,Ice sheet topography
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/627,ObservedVariableTerrestrial,627,Depth of snowfall
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/628,ObservedVariableTerrestrial,628,Snow cover extent
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/629,ObservedVariableTerrestrial,629,Snow depth
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/630,ObservedVariableTerrestrial,630,Snow surface state
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/631,ObservedVariableTerrestrial,631,Water equivalent of snow cover
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/725,ObservedVariableTerrestrial,725,Lake ice thickness
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/726,ObservedVariableTerrestrial,726,River ice thickness
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12007,ObservedVariableTerrestrial,12007,Presence of snow
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12008,ObservedVariableTerrestrial,12008,Water equivalent of snowfall
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12009,ObservedVariableTerrestrial,12009,Glacier mass balance at a point
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12010,ObservedVariableTerrestrial,12010,Glacier-wide mass balance
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12011,ObservedVariableTerrestrial,12011,Surface accumulation at a point
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12012,ObservedVariableTerrestrial,12012,Surface ablation at a point
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12013,ObservedVariableTerrestrial,12013,Glacier area
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12014,ObservedVariableTerrestrial,12014,Permafrost temperature
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12015,ObservedVariableTerrestrial,12015,Active layer thickness
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12252,ObservedVariableTerrestrial,12252,Water level
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12253,ObservedVariableTerrestrial,12253,Percolation rate
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12254,ObservedVariableTerrestrial,12254,Recharge rate
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12255,ObservedVariableTerrestrial,12255,Aquifer volume
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12256,ObservedVariableTerrestrial,12256,Hydraulic conductivity
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12257,ObservedVariableTerrestrial,12257,Hydraulic transmissivity
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12258,ObservedVariableTerrestrial,12258,Porosity
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12259,ObservedVariableTerrestrial,12259,Effective porosity
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12260,ObservedVariableTerrestrial,12260,Specific retention
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12261,ObservedVariableTerrestrial,12261,Infiltration rate
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12262,ObservedVariableTerrestrial,12262,Infiltration capacity
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12263,ObservedVariableTerrestrial,12263,Specific capacity (well)
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12264,ObservedVariableTerrestrial,12264,Specific yield
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12265,ObservedVariableTerrestrial,12265,Groundwater flow
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12266,ObservedVariableTerrestrial,12266,Storage
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12267,ObservedVariableTerrestrial,12267,Total dissolved solids
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12268,ObservedVariableTerrestrial,12268,Suspended sediment
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12270,ObservedVariableTerrestrial,12270,Sediment discharge
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12271,ObservedVariableTerrestrial,12271,Bed load discharge
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12272,ObservedVariableTerrestrial,12272,Suspended sediment load
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12273,ObservedVariableTerrestrial,12273,Total sediment load
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12274,ObservedVariableTerrestrial,12274,Runoff
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12275,ObservedVariableTerrestrial,12275,Runoff coefficient
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12276,ObservedVariableTerrestrial,12276,Depth of runoff
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12277,ObservedVariableTerrestrial,12277,Soil moisture
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12278,ObservedVariableTerrestrial,12278,Live storage
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12279,ObservedVariableTerrestrial,12279,Reservoir storage
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12280,ObservedVariableTerrestrial,12280,Lake volume
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12281,ObservedVariableTerrestrial,12281,Suspended sediment discharge
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12282,ObservedVariableTerrestrial,12282,Stream index velocity
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12283,ObservedVariableTerrestrial,12283,Rock glacier velocity
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12322,ObservedVariableTerrestrial,12322,Stream velocity
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12323,ObservedVariableTerrestrial,12323,Stream mean velocity
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12324,ObservedVariableTerrestrial,12324,Stream surface velocity
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12325,ObservedVariableTerrestrial,12325,Water surface slope
http://codes.wmo.int/wmdr/ObservedVariableTerrestrial/12326,ObservedVariableTerrestrial,12326,Schumann Resonances
